state-name,fuel-name,period,predicted_value
West Virginia,Petroleum,2023,0.08650606324110743
West Virginia,Petroleum,2024,0.0826598764822144
West Virginia,Petroleum,2025,0.07881368972332048
Wisconsin,All Fuels,2023,34.23869184189721
Wisconsin,All Fuels,2024,33.67317105335951
Wisconsin,All Fuels,2025,33.10765026482204
Wisconsin,Coal,2023,25.45064457707508
Wisconsin,Coal,2024,24.523889556324093
Wisconsin,Coal,2025,23.597134535573105
Wisconsin,Natural Gas,2023,8.587772596838022
Wisconsin,Natural Gas,2024,8.963418476284573
Wisconsin,Natural Gas,2025,9.339064355731239
Wisconsin,Petroleum,2023,0.20027477470355493
Wisconsin,Petroleum,2024,0.18586313636363272
Wisconsin,Petroleum,2025,0.17145149802371407
Wyoming,All Fuels,2023,37.38977446245053
Wyoming,All Fuels,2024,37.00764838142288
Wyoming,All Fuels,2025,36.62552230039523
Wyoming,Coal,2023,37.10645256126486
Wyoming,Coal,2024,36.713949002964455
Wyoming,Coal,2025,36.32144544466405
Wyoming,Natural Gas,2023,0.24800599604743567
Wyoming,Natural Gas,2024,0.25832670948616965
Wyoming,Natural Gas,2025,0.2686474229249036
Wyoming,Petroleum,2023,0.0353155928853755
Wyoming,Petroleum,2024,0.035372337944664045
Wyoming,Petroleum,2025,0.035429083003952574
